Tipologia Programma - Codice;Progetto - Codice;Progetto - Titolo;Articolazione I livello - Codice;Articolazione III livello;Articolazione IV livello;CI - Campo Intervento - Descrizione;FF - Forma di Finanziamento - Descrizione;TT - Tipo di Territorio - Descrizione;AE - Attività Economica - Descrizione;RA - Risultato Atteso - Descrizione;RA - Obiettivo tematico - Descrizione;Provincia - Descrizione;Stato Attuazione Progetto;Costo Ammesso;Importo Impegni ammessi;Importo Pagamenti ammessi
IGJ;FESR-1-1.1.3-010142D;FRASCHERI S.P.A.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;SAVONA;Concluso;162858,34;162858,34;162858,34
IGJ;FESR-1-1.1.3-010146D;TREECYCLE  GENOA S.R.L. (GIA' VEICOLO DI ERICA BENINCA');M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;42135,69;42135,69;42135,69
IGJ;FESR-1-1.1.3-020005C;SMART TRACK S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;40286,8;40286,8;40286,8
IGJ;FESR-1-1.1.3-020007D;ECO BIKE COURIER DI AZZARO IVAN;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Trasporti e stoccaggio;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;25230,8;25230,8;25230,8
IGJ;FESR-1-1.1.3-020009D;TERMINAL SAN GIORGIO S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;In Esecuzione;98866;98866;0
IGJ;FESR-1-1.1.3-020014D;CANTIERI SPARANO S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Fabbricazione di mezzi di trasporto;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;SAVONA;Concluso;89000;89000;89000
IGJ;FESR-1-1.1.3-020028D;ECOTECH S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;SAVONA;Concluso;117000;117000;117000
IGJ;FESR-1-1.1.3-020051D;DEMA S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;SAVONA;Concluso;189611,33;189611,33;189611,33
IGJ;FESR-1-1.1.3-020065D;MYPASS SRL;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;146334,22;146334,22;146334,22
IGJ;FESR-1-1.1.3-020067D;PINNA SOCIETA' IN ACCOMANDITA SEMPLICE DI PINNA ALESSANDRO & C.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;78550;78550;78550
IGJ;FESR-1-1.1.3-020083D;TIGULLIO DIGITAL SOCIETA' A RESPONSABILITA' LIMITATA;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;32049,03;32049,03;32049,03
IGJ;FESR-1-1.1.3-020092D;NEC-LABS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività immobiliari, noleggio e servizi alle imprese;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;51196,59;51196,59;51196,59
IGJ;FESR-1-1.1.3-020093D;NOVELLA & VIGNOLO  S.N.C. DI BIAGIO NOVELLA E C.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;25250;25250;25250
IGJ;FESR-1-1.1.3-020109C;SANITRADE  S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Commercio all'ingrosso e al dettaglio;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;In Esecuzione;92201,35;92201,35;92201,35
IGJ;FESR-1-1.1.3-020120D;"M.C.S. MEDICAL CARE SYSTEMS S.R.L. SIGLABILE ""M.C.S. S.R.L.""";M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;183880,81;183880,81;183880,81
IGJ;FESR-1-1.1.3-020140D;PROGETTO ADELE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;95018,22;95018,22;95018,22
IGJ;FESR-1-1.1.3-020142D;HUGO TRUMPY S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;99805,5;99805,5;99805,5
IGJ;FESR-1-1.1.3-020148C;XEDUM S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;99097,49;99097,49;99097,49
IGJ;FESR-1-1.1.3-020151D;COMPUTER DESIGN DI PUPPO MARIO;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;IMPERIA;Concluso;71319,28;71319,28;71319,28
IGJ;FESR-1-1.1.3-020153D;PRIMOBAR S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;46483;46483;46483
IGJ;FESR-1-1.1.3-020155D;EDR FITTINGS S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;In Esecuzione;26488,5;26488,5;0
IGJ;FESR-1-1.1.3-020174D;INTERNATIONAL STUTTERING CENTRE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;199134,3;199134,3;199134,3
IGJ;FESR-1-1.1.3-020179D;CTS-CONSORZIO TAXI SANREMO;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;IMPERIA;In Esecuzione;41532,82;41532,82;0
IGJ;FESR-1-1.1.3-020182C;INFOPORTO LA SPEZIA S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;55515,13;55515,13;55515,13
IGJ;FESR-1-1.1.3-020183D;LA SPEZIA PORT SERVICE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;30722,23;30722,23;30722,23
IGJ;FESR-1-1.1.3-020187D;"ALFA SERVIZI NAUTICI S.R.L. O IN FORMA ABBREVIATA ""ASN  S.R.L.""";M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;SAVONA;Concluso;200000;200000;200000
IGJ;FESR-1-1.1.3-020190D;CENTRO MEDICO LUNENSE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività dei servizi sanitari;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;51400;51400;51400
IGJ;FESR-1-1.1.3-020197C;EDISOFTWARE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività immobiliari, noleggio e servizi alle imprese;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;98642,92;98642,92;98642,92
IGJ;FESR-1-1.1.3-020204D;STUDIO FISIOTERAPICO DR.MARIO FENOGGIO S.A.S.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività dei servizi sanitari;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;IMPERIA;Concluso;26119,95;26119,95;26119,95
IGJ;FESR-1-1.1.3-020206D;MANSUETO MARINE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;IMPERIA;Concluso;47930,25;47930,25;47930,25
IGJ;FESR-1-1.1.3-020207D;BC SERVICE EUROPE S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;54931,97;54931,97;54931,97
IGJ;FESR-1-1.1.3-020209D;IRC S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;Concluso;103205,4;103205,4;103205,4
IGJ;FESR-1-1.1.3-020212D;G.S.G. S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Attività dei servizi sanitari;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;56573;56573;56573
IGJ;FESR-1-1.1.3-020218D;SIELCO S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altre industrie manifatturiere non specificate;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;LA SPEZIA;Concluso;98856,87;98856,87;98856,87
IGJ;FESR-1-1.1.3-030001D;INNUVATECH S.R.L.;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;In Esecuzione;63340,17;63340,17;63340,17
IGJ;FESR-1-1.1.3-030005D;RENERGETICA SRL;M-1;1b;OS1.1;Investimenti in infrastrutture, capacità e attrezzature nelle PMI direttamente collegati alle attività di ricerca e innovazione;Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività connesse all'ambiente e ai cambiamenti climatici;Incremento dell'attività di innovazione delle imprese;Rafforzare la ricerca, lo sviluppo tecnologico e l'innovazione;GENOVA;In Esecuzione;199632,8;199632,8;0
